data,indicador,ano_ref,mediana
2024-04-01,PIB Total,2027,2.0
2024-04-01,Selic,2026,8.5
2024-04-01,Selic,2027,8.5
2024-04-08,Câmbio,2026,5.03
2024-04-08,Câmbio,2027,5.065
2024-04-08,IPCA,2026,3.5
2024-04-08,IPCA,2027,3.5
2024-04-08,PIB Total,2026,2.0
2024-04-08,PIB Total,2027,2.0
2024-04-08,Selic,2026,8.5
2024-04-08,Selic,2027,8.5
2024-04-15,Câmbio,2026,5.038
2024-04-15,Câmbio,2027,5.08
2024-04-15,IPCA,2026,3.5
2024-04-15,IPCA,2027,3.5
2024-04-15,PIB Total,2026,2.0
2024-04-15,PIB Total,2027,2.0
2024-04-15,Selic,2026,8.5
2024-04-15,Selic,2027,8.5
2024-04-22,Câmbio,2026,5.1
2024-04-22,Câmbio,2027,5.1
2024-04-22,IPCA,2026,3.5
2024-04-22,IPCA,2027,3.5
2024-04-22,PIB Total,2026,2.0
2024-04-22,PIB Total,2027,2.0
2024-04-22,Selic,2026,8.5
2024-04-22,Selic,2027,8.5
2024-04-29,Câmbio,2026,5.1
2024-04-29,Câmbio,2027,5.1
2024-04-29,IPCA,2026,3.5
2024-04-29,IPCA,2027,3.5
2024-04-29,PIB Total,2026,2.0
2024-04-29,PIB Total,2027,2.0
2024-04-29,Selic,2026,8.75
2024-04-29,Selic,2027,8.5
2024-05-06,Câmbio,2026,5.1
2024-05-06,Câmbio,2027,5.1
2024-05-06,IPCA,2026,3.5
2024-05-06,IPCA,2027,3.5
2024-05-06,PIB Total,2026,2.0
2024-05-06,PIB Total,2027,2.0
2024-05-06,Selic,2026,8.75
2024-05-06,Selic,2027,8.5
2024-05-13,Câmbio,2026,5.1
2024-05-13,Câmbio,2027,5.1
2024-05-13,IPCA,2026,3.5
2024-05-13,IPCA,2027,3.5
2024-05-13,PIB Total,2026,2.0
2024-05-13,PIB Total,2027,2.0
2024-05-13,Selic,2026,9.0
2024-05-13,Selic,2027,8.75
2024-05-20,Câmbio,2026,5.1
2024-05-20,Câmbio,2027,5.1
2024-05-20,IPCA,2026,3.5001
2024-05-20,IPCA,2027,3.5
2024-05-20,PIB Total,2026,2.0
2024-05-20,PIB Total,2027,2.0
2024-05-20,Selic,2026,9.0
2024-05-20,Selic,2027,9.0
2024-05-27,Câmbio,2026,5.1
2024-05-27,Câmbio,2027,5.1
2024-05-27,IPCA,2026,3.575
2024-05-27,IPCA,2027,3.5
2024-05-27,PIB Total,2026,2.0
2024-05-27,PIB Total,2027,2.0
2024-05-27,Selic,2026,9.0
2024-05-27,Selic,2027,9.0
2024-06-03,Câmbio,2026,5.1
2024-06-03,Câmbio,2027,5.1
2024-06-03,IPCA,2026,3.6
2024-06-03,IPCA,2027,3.5
2024-06-03,PIB Total,2026,2.0
2024-06-03,PIB Total,2027,2.0
2024-06-03,Selic,2026,9.0
2024-06-03,Selic,2027,9.0
2024-06-10,Câmbio,2026,5.1
2024-06-10,Câmbio,2027,5.1055
2024-06-10,IPCA,2026,3.6
2024-06-10,IPCA,2027,3.5
2024-06-10,PIB Total,2026,2.0
2024-06-10,PIB Total,2027,2.0
2024-06-10,Selic,2026,9.0
2024-06-10,Selic,2027,9.0
2024-06-17,Câmbio,2026,5.15
2024-06-17,Câmbio,2027,5.165
2024-06-17,IPCA,2026,3.605
2024-06-17,IPCA,2027,3.5
2024-06-17,PIB Total,2026,2.0
2024-06-17,PIB Total,2027,2.0
2024-06-17,Selic,2026,9.0
2024-06-17,Selic,2027,9.0
2024-06-24,Câmbio,2026,5.15
2024-06-24,Câmbio,2027,5.18
2024-06-24,IPCA,2026,3.6
2024-06-24,IPCA,2027,3.5
2024-06-24,PIB Total,2026,2.0
2024-06-24,PIB Total,2027,2.0
2024-06-24,Selic,2026,9.0
2024-06-24,Selic,2027,9.0
2024-07-01,Câmbio,2026,5.19
2024-07-01,Câmbio,2027,5.2
2024-07-01,IPCA,2026,3.6
2024-07-01,IPCA,2027,3.5
2024-07-01,PIB Total,2026,2.0
2024-07-01,PIB Total,2027,2.0
2024-07-01,Selic,2026,9.0
2024-07-01,Selic,2027,9.0
2024-07-08,Câmbio,2026,5.2
2024-07-08,Câmbio,2027,5.2
2024-07-08,IPCA,2026,3.6
2024-07-08,IPCA,2027,3.5
2024-07-08,PIB Total,2026,2.0
2024-07-08,PIB Total,2027,2.0
2024-07-08,Selic,2026,9.0
2024-07-08,Selic,2027,9.0
2024-07-15,Câmbio,2026,5.2
2024-07-15,Câmbio,2027,5.225
2024-07-15,IPCA,2026,3.6
2024-07-15,IPCA,2027,3.5
2024-07-15,PIB Total,2026,2.0
2024-07-15,PIB Total,2027,2.0
2024-07-15,Selic,2026,9.0
2024-07-15,Selic,2027,9.0
2024-07-22,Câmbio,2026,5.25
2024-07-22,Câmbio,2027,5.212
2024-07-22,IPCA,2026,3.6
2024-07-22,IPCA,2027,3.5
2024-07-22,PIB Total,2026,2.0
2024-07-22,PIB Total,2027,2.0
2024-07-22,Selic,2026,9.0
2024-07-22,Selic,2027,9.0
2024-07-29,Câmbio,2026,5.25
2024-07-29,Câmbio,2027,5.23
2024-07-29,IPCA,2026,3.6
2024-07-29,IPCA,2027,3.5
2024-07-29,PIB Total,2026,2.0
2024-07-29,PIB Total,2027,2.0
2024-07-29,Selic,2026,9.0
2024-07-29,Selic,2027,9.0
2024-08-05,Câmbio,2026,5.25
2024-08-05,Câmbio,2027,5.25
2024-08-05,IPCA,2026,3.6
2024-08-05,IPCA,2027,3.5
2024-08-05,PIB Total,2026,2.0
2024-08-05,PIB Total,2027,2.0
2024-08-05,Selic,2026,9.0
2024-08-05,Selic,2027,9.0
2024-08-12,Câmbio,2026,5.25
2024-08-12,Câmbio,2027,5.25
2024-08-12,IPCA,2026,3.6
2024-08-12,IPCA,2027,3.5
2024-08-12,PIB Total,2026,2.0
2024-08-12,PIB Total,2027,2.0
2024-08-12,Selic,2026,9.0
2024-08-12,Selic,2027,9.0
2024-08-19,Câmbio,2026,5.25
2024-08-19,Câmbio,2027,5.26
2024-08-19,IPCA,2026,3.6
2024-08-19,IPCA,2027,3.5
2024-08-19,PIB Total,2026,2.0
2024-08-19,PIB Total,2027,2.0
2024-08-19,Selic,2026,9.25
2024-08-19,Selic,2027,9.0
2024-08-26,Câmbio,2026,5.25
2024-08-26,Câmbio,2027,5.265
2024-08-26,IPCA,2026,3.6
2024-08-26,IPCA,2027,3.5
2024-08-26,PIB Total,2026,2.0
2024-08-26,PIB Total,2027,2.0
2024-08-26,Selic,2026,9.375
2024-08-26,Selic,2027,9.0
2024-09-02,Câmbio,2026,5.2501
2024-09-02,Câmbio,2027,5.27
2024-09-02,IPCA,2026,3.6
2024-09-02,IPCA,2027,3.5
2024-09-02,PIB Total,2026,2.0
2024-09-02,PIB Total,2027,2.0
2024-09-02,Selic,2026,9.5
2024-09-02,Selic,2027,9.0
2024-09-09,Câmbio,2026,5.3
2024-09-09,Câmbio,2027,5.3
2024-09-09,IPCA,2026,3.6512
2024-09-09,IPCA,2027,3.5
2024-09-09,PIB Total,2026,2.0
2024-09-09,PIB Total,2027,2.0
2024-09-09,Selic,2026,9.5
2024-09-09,Selic,2027,9.0
2024-09-16,Câmbio,2026,5.3
2024-09-16,Câmbio,2027,5.3
2024-09-16,IPCA,2026,3.615
2024-09-16,IPCA,2027,3.5
2024-09-16,PIB Total,2026,2.0
2024-09-16,PIB Total,2027,2.0
2024-09-16,Selic,2026,9.5
2024-09-16,Selic,2027,9.0
2024-09-23,Câmbio,2026,5.3
2024-09-23,Câmbio,2027,5.3
2024-09-23,IPCA,2026,3.61
2024-09-23,IPCA,2027,3.5
2024-09-23,PIB Total,2026,2.0
2024-09-23,PIB Total,2027,2.0
2024-09-23,Selic,2026,9.5
2024-09-23,Selic,2027,9.0
2024-09-30,Câmbio,2026,5.3
2024-09-30,Câmbio,2027,5.3
2024-09-30,IPCA,2026,3.61
2024-09-30,IPCA,2027,3.5
2024-09-30,PIB Total,2026,2.0
2024-09-30,PIB Total,2027,2.0
2024-09-30,Selic,2026,9.5
2024-09-30,Selic,2027,9.0
2024-10-07,Câmbio,2026,5.3
2024-10-07,Câmbio,2027,5.3
2024-10-07,IPCA,2026,3.6
2024-10-07,IPCA,2027,3.5
2024-10-07,PIB Total,2026,2.0
2024-10-07,PIB Total,2027,2.0
2024-10-07,Selic,2026,9.5
2024-10-07,Selic,2027,9.0
2024-10-14,Câmbio,2026,5.3
2024-10-14,Câmbio,2027,5.3
2024-10-14,IPCA,2026,3.6
2024-10-14,IPCA,2027,3.5
2024-10-14,PIB Total,2026,2.0
2024-10-14,PIB Total,2027,2.0
2024-10-14,Selic,2026,9.5
2024-10-14,Selic,2027,9.0
2024-10-21,Câmbio,2026,5.3008
2024-10-21,Câmbio,2027,5.3
2024-10-21,IPCA,2026,3.6
2024-10-21,IPCA,2027,3.5
2024-10-21,PIB Total,2026,2.0
2024-10-21,PIB Total,2027,2.0
2024-10-21,Selic,2026,9.5
2024-10-21,Selic,2027,9.0
2024-10-28,Câmbio,2026,5.345
2024-10-28,Câmbio,2027,5.35
2024-10-28,IPCA,2026,3.6
2024-10-28,IPCA,2027,3.5
2024-10-28,PIB Total,2026,2.0
2024-10-28,PIB Total,2027,2.0
2024-10-28,Selic,2026,9.5
2024-10-28,Selic,2027,9.25
2024-11-04,Câmbio,2026,5.4
2024-11-04,Câmbio,2027,5.4
2024-11-04,IPCA,2026,3.605
2024-11-04,IPCA,2027,3.5
2024-11-04,PIB Total,2026,2.0
2024-11-04,PIB Total,2027,2.0
2024-11-04,Selic,2026,9.75
2024-11-04,Selic,2027,9.25
2024-11-11,Câmbio,2026,5.4
2024-11-11,Câmbio,2027,5.4
2024-11-11,IPCA,2026,3.7
2024-11-11,IPCA,2027,3.5
2024-11-11,PIB Total,2026,2.0
2024-11-11,PIB Total,2027,2.0
2024-11-11,Selic,2026,10.0
2024-11-11,Selic,2027,9.25
2024-11-18,Câmbio,2026,5.48
2024-11-18,Câmbio,2027,5.465
2024-11-18,IPCA,2026,3.7
2024-11-18,IPCA,2027,3.5
2024-11-18,PIB Total,2026,2.0
2024-11-18,PIB Total,2027,2.0
2024-11-18,Selic,2026,10.0
2024-11-18,Selic,2027,9.25
2024-11-25,Câmbio,2026,5.5
2024-11-25,Câmbio,2027,5.5
2024-11-25,IPCA,2026,3.75
2024-11-25,IPCA,2027,3.505
2024-11-25,PIB Total,2026,2.0
2024-11-25,PIB Total,2027,2.0
2024-11-25,Selic,2026,10.0
2024-11-25,Selic,2027,9.5
2024-12-02,Câmbio,2026,5.6
2024-12-02,Câmbio,2027,5.5
2024-12-02,IPCA,2026,3.84
2024-12-02,IPCA,2027,3.52
2024-12-02,PIB Total,2026,2.0
2024-12-02,PIB Total,2027,2.0
2024-12-02,Selic,2026,10.5
2024-12-02,Selic,2027,9.5
2024-12-09,Câmbio,2026,5.755
2024-12-09,Câmbio,2027,5.7
2024-12-09,IPCA,2026,4.0
2024-12-09,IPCA,2027,3.535
2024-12-09,PIB Total,2026,2.0
2024-12-09,PIB Total,2027,2.0
2024-12-09,Selic,2026,11.0
2024-12-09,Selic,2027,10.0
2024-12-16,Câmbio,2026,5.8
2024-12-16,Câmbio,2027,5.735
2024-12-16,IPCA,2026,4.0
2024-12-16,IPCA,2027,3.6772
2024-12-16,PIB Total,2026,2.0
2024-12-16,PIB Total,2027,2.0
2024-12-16,Selic,2026,11.5
2024-12-16,Selic,2027,10.0
2024-12-23,Câmbio,2026,5.9
2024-12-23,Câmbio,2027,5.8
2024-12-23,IPCA,2026,4.0149
2024-12-23,IPCA,2027,3.8
2024-12-23,PIB Total,2026,1.8
2024-12-23,PIB Total,2027,2.0
2024-12-23,Selic,2026,11.94
2024-12-23,Selic,2027,10.0
2024-12-30,Câmbio,2026,5.9
2024-12-30,Câmbio,2027,5.8
2024-12-30,IPCA,2026,4.02
2024-12-30,IPCA,2027,3.875
2024-12-30,PIB Total,2026,1.8
2024-12-30,PIB Total,2027,2.0
2024-12-30,Selic,2026,12.0
2024-12-30,Selic,2027,10.0
2025-01-06,Câmbio,2026,5.9
2025-01-06,Câmbio,2027,5.8
2025-01-06,IPCA,2026,4.05
2025-01-06,IPCA,2027,3.9
2025-01-06,PIB Total,2026,1.9
2025-01-06,PIB Total,2027,2.0
2025-01-06,Selic,2026,12.0
2025-01-06,Selic,2027,10.0
2025-01-13,Câmbio,2026,6.0
2025-01-13,Câmbio,2027,5.82
2025-01-13,IPCA,2026,4.07
2025-01-13,IPCA,2027,3.9
2025-01-13,PIB Total,2026,1.8
2025-01-13,PIB Total,2027,2.0
2025-01-13,Selic,2026,12.0
2025-01-13,Selic,2027,10.25
2025-01-20,Câmbio,2026,6.025
2025-01-20,Câmbio,2027,6.0
2025-01-20,IPCA,2026,4.0216
2025-01-20,IPCA,2027,3.8
2025-01-20,PIB Total,2026,1.8
2025-01-20,PIB Total,2027,2.0
2025-01-20,Selic,2026,12.125
2025-01-20,Selic,2027,10.25
2025-01-27,Câmbio,2026,6.0
2025-01-27,Câmbio,2027,5.9322
2025-01-27,IPCA,2026,4.25
2025-01-27,IPCA,2027,3.9
2025-01-27,PIB Total,2026,1.7201
2025-01-27,PIB Total,2027,1.9606
2025-01-27,Selic,2026,12.5
2025-01-27,Selic,2027,10.25
2025-02-03,Câmbio,2026,6.0
2025-02-03,Câmbio,2027,5.9322
2025-02-03,IPCA,2026,4.285
2025-02-03,IPCA,2027,3.9
2025-02-03,PIB Total,2026,1.72
2025-02-03,PIB Total,2027,1.962
2025-02-03,Selic,2026,12.5
2025-02-03,Selic,2027,10.38
2025-02-10,Câmbio,2026,6.0
2025-02-10,Câmbio,2027,5.93
2025-02-10,IPCA,2026,4.3078
2025-02-10,IPCA,2027,3.9
2025-02-10,PIB Total,2026,1.7
2025-02-10,PIB Total,2027,1.9817
2025-02-10,Selic,2026,12.5
2025-02-10,Selic,2027,10.5
2025-02-17,Câmbio,2026,6.0
2025-02-17,Câmbio,2027,5.9
2025-02-17,IPCA,2026,4.3429
2025-02-17,IPCA,2027,4.0
2025-02-17,PIB Total,2026,1.7
2025-02-17,PIB Total,2027,1.9767
2025-02-17,Selic,2026,12.5
2025-02-17,Selic,2027,10.5
2025-02-24,Câmbio,2026,6.0
2025-02-24,Câmbio,2027,5.9
2025-02-24,IPCA,2026,4.3922
2025-02-24,IPCA,2027,4.0
2025-02-24,PIB Total,2026,1.7
2025-02-24,PIB Total,2027,2.0
2025-02-24,Selic,2026,12.5
2025-02-24,Selic,2027,10.5
2025-03-05,Câmbio,2026,6.0
2025-03-05,Câmbio,2027,5.9
2025-03-05,IPCA,2026,4.4
2025-03-05,IPCA,2027,4.0
2025-03-05,PIB Total,2026,1.7
2025-03-05,PIB Total,2027,2.0
2025-03-05,Selic,2026,12.5
2025-03-05,Selic,2027,10.5
2025-03-10,Câmbio,2026,6.0
2025-03-10,Câmbio,2027,5.9001
2025-03-10,IPCA,2026,4.4
2025-03-10,IPCA,2027,4.0
2025-03-10,PIB Total,2026,1.7
2025-03-10,PIB Total,2027,2.0
2025-03-10,Selic,2026,12.5
2025-03-10,Selic,2027,10.5
2025-03-17,Câmbio,2026,6.0
2025-03-17,Câmbio,2027,5.9
2025-03-17,IPCA,2026,4.4676
2025-03-17,IPCA,2027,4.0
2025-03-17,PIB Total,2026,1.6
2025-03-17,PIB Total,2027,1.995
2025-03-17,Selic,2026,12.5
2025-03-17,Selic,2027,10.5
2025-03-24,Câmbio,2026,6.0
2025-03-24,Câmbio,2027,5.9
2025-03-24,IPCA,2026,4.5
2025-03-24,IPCA,2027,4.0
2025-03-24,PIB Total,2026,1.6
2025-03-24,PIB Total,2027,1.995
2025-03-24,Selic,2026,12.5
2025-03-24,Selic,2027,10.5
2025-03-31,Câmbio,2026,5.9897
2025-03-31,Câmbio,2027,5.9
2025-03-31,IPCA,2026,4.5
2025-03-31,IPCA,2027,4.0
2025-03-31,PIB Total,2026,1.6
2025-03-31,PIB Total,2027,2.0
2025-03-31,Selic,2026,12.5
2025-03-31,Selic,2027,10.5
2025-04-07,Câmbio,2026,5.9867
2025-04-07,Câmbio,2027,5.9
2025-04-07,IPCA,2026,4.5
2025-04-07,IPCA,2027,4.0
2025-04-07,PIB Total,2026,1.6
2025-04-07,PIB Total,2027,2.0
2025-04-07,Selic,2026,12.5
2025-04-07,Selic,2027,10.5
2025-04-14,Câmbio,2026,5.97
2025-04-14,Câmbio,2027,5.9
2025-04-14,IPCA,2026,4.5
2025-04-14,IPCA,2027,4.0
2025-04-14,PIB Total,2026,1.7
2025-04-14,PIB Total,2027,2.0
2025-04-14,Selic,2026,12.5
2025-04-14,Selic,2027,10.5
2025-04-22,Câmbio,2026,5.9547
2025-04-22,Câmbio,2027,5.87
2025-04-22,IPCA,2026,4.5051
2025-04-22,IPCA,2027,4.0
2025-04-22,PIB Total,2026,1.6793
2025-04-22,PIB Total,2027,2.0
2025-04-22,Selic,2026,12.5
2025-04-22,Selic,2027,10.5
2025-04-28,Câmbio,2026,5.92
2025-04-28,Câmbio,2027,5.8521
2025-04-28,IPCA,2026,4.5101
2025-04-28,IPCA,2027,4.0
2025-04-28,PIB Total,2026,1.7
2025-04-28,PIB Total,2027,2.0
2025-04-28,Selic,2026,12.5
2025-04-28,Selic,2027,10.5
2025-05-05,Câmbio,2026,5.92
2025-05-05,Câmbio,2027,5.8511
2025-05-05,IPCA,2026,4.5051
2025-05-05,IPCA,2027,4.0
2025-05-05,PIB Total,2026,1.702
2025-05-05,PIB Total,2027,2.0
2025-05-05,Selic,2026,12.5
2025-05-05,Selic,2027,10.5
2025-05-12,Câmbio,2026,5.9
2025-05-12,Câmbio,2027,5.8
2025-05-12,IPCA,2026,4.5
2025-05-12,IPCA,2027,4.0
2025-05-12,PIB Total,2026,1.7
2025-05-12,PIB Total,2027,2.0
2025-05-12,Selic,2026,12.5
2025-05-12,Selic,2027,10.5
2025-05-19,Câmbio,2026,5.9
2025-05-19,Câmbio,2027,5.8
2025-05-19,IPCA,2026,4.5
2025-05-19,IPCA,2027,4.0
2025-05-19,PIB Total,2026,1.7
2025-05-19,PIB Total,2027,2.0
2025-05-19,Selic,2026,12.5
2025-05-19,Selic,2027,10.5
2025-05-26,Câmbio,2026,5.9
2025-05-26,Câmbio,2027,5.8
2025-05-26,IPCA,2026,4.5
2025-05-26,IPCA,2027,4.0
2025-05-26,PIB Total,2026,1.7133
2025-05-26,PIB Total,2027,2.0
2025-05-26,Selic,2026,12.5
2025-05-26,Selic,2027,10.5
2025-06-02,Câmbio,2026,5.9
2025-06-02,Câmbio,2027,5.8
2025-06-02,IPCA,2026,4.5
2025-06-02,IPCA,2027,4.0
2025-06-02,PIB Total,2026,1.81
2025-06-02,PIB Total,2027,1.995
2025-06-02,Selic,2026,12.5
2025-06-02,Selic,2027,10.5
2025-06-09,Câmbio,2026,5.8744
2025-06-09,Câmbio,2027,5.8
2025-06-09,IPCA,2026,4.5
2025-06-09,IPCA,2027,4.0
2025-06-09,PIB Total,2026,1.8121
2025-06-09,PIB Total,2027,2.0
2025-06-09,Selic,2026,12.5
2025-06-09,Selic,2027,10.5
2025-06-16,Câmbio,2026,5.8
2025-06-16,Câmbio,2027,5.8
2025-06-16,IPCA,2026,4.5
2025-06-16,IPCA,2027,4.0
2025-06-16,PIB Total,2026,1.8401
2025-06-16,PIB Total,2027,2.0
2025-06-16,Selic,2026,12.5
2025-06-16,Selic,2027,10.5
2025-06-23,Câmbio,2026,5.8
2025-06-23,Câmbio,2027,5.79
2025-06-23,IPCA,2026,4.5
2025-06-23,IPCA,2027,4.0
2025-06-23,PIB Total,2026,1.8301
2025-06-23,PIB Total,2027,2.0
2025-06-23,Selic,2026,12.5
2025-06-23,Selic,2027,10.5
2025-06-30,Câmbio,2026,5.7916
2025-06-30,Câmbio,2027,5.75
2025-06-30,IPCA,2026,4.5
2025-06-30,IPCA,2027,4.0
2025-06-30,PIB Total,2026,1.8633
2025-06-30,PIB Total,2027,2.0
2025-06-30,Selic,2026,12.5
2025-06-30,Selic,2027,10.5
2025-07-07,Câmbio,2026,5.75
2025-07-07,Câmbio,2027,5.75
2025-07-07,IPCA,2026,4.4997
2025-07-07,IPCA,2027,4.0
2025-07-07,PIB Total,2026,1.8843
2025-07-07,PIB Total,2027,2.0
2025-07-07,Selic,2026,12.5
2025-07-07,Selic,2027,10.5
2025-07-14,Câmbio,2026,5.7047
2025-07-14,Câmbio,2027,5.7064
2025-07-14,IPCA,2026,4.4992
2025-07-14,IPCA,2027,4.0
2025-07-14,PIB Total,2026,1.9
2025-07-14,PIB Total,2027,2.0
2025-07-14,Selic,2026,12.5
2025-07-14,Selic,2027,10.5
2025-07-21,Câmbio,2026,5.7
2025-07-21,Câmbio,2027,5.7
2025-07-21,IPCA,2026,4.4459
2025-07-21,IPCA,2027,4.0
2025-07-21,PIB Total,2026,1.9
2025-07-21,PIB Total,2027,1.975
2025-07-21,Selic,2026,12.5
2025-07-21,Selic,2027,10.5
2025-07-28,Câmbio,2026,5.7
2025-07-28,Câmbio,2027,5.7
2025-07-28,IPCA,2026,4.4335
2025-07-28,IPCA,2027,4.0
2025-07-28,PIB Total,2026,1.8765
2025-07-28,PIB Total,2027,2.0
2025-07-28,Selic,2026,12.5
2025-07-28,Selic,2027,10.5
2025-08-04,Câmbio,2026,5.7
2025-08-04,Câmbio,2027,5.7
2025-08-04,IPCA,2026,4.4297
2025-08-04,IPCA,2027,4.0
2025-08-04,PIB Total,2026,1.87
2025-08-04,PIB Total,2027,2.0
2025-08-04,Selic,2026,12.5
2025-08-04,Selic,2027,10.5
2025-08-11,Câmbio,2026,5.7
2025-08-11,Câmbio,2027,5.7
2025-08-11,IPCA,2026,4.4124
2025-08-11,IPCA,2027,4.0
2025-08-11,PIB Total,2026,1.89
2025-08-11,PIB Total,2027,1.9
2025-08-11,Selic,2026,12.5
2025-08-11,Selic,2027,10.5
2025-08-18,Câmbio,2026,5.7
2025-08-18,Câmbio,2027,5.7
2025-08-18,IPCA,2026,4.4
2025-08-18,IPCA,2027,3.9888
2025-08-18,PIB Total,2026,1.8682
2025-08-18,PIB Total,2027,1.865
2025-08-18,Selic,2026,12.5
2025-08-18,Selic,2027,10.5
2025-08-25,Câmbio,2026,5.64
2025-08-25,Câmbio,2027,5.65
2025-08-25,IPCA,2026,4.332
2025-08-25,IPCA,2027,3.965
2025-08-25,PIB Total,2026,1.8682
2025-08-25,PIB Total,2027,1.865
2025-08-25,Selic,2026,12.5
2025-08-25,Selic,2027,10.5
2025-09-01,Câmbio,2026,5.6
2025-09-01,Câmbio,2027,5.6
2025-09-01,IPCA,2026,4.3019
2025-09-01,IPCA,2027,3.935
2025-09-01,PIB Total,2026,1.8664
2025-09-01,PIB Total,2027,1.9
2025-09-01,Selic,2026,12.5
2025-09-01,Selic,2027,10.5
2025-09-08,Câmbio,2026,5.6
2025-09-08,Câmbio,2027,5.6
2025-09-08,IPCA,2026,4.3
2025-09-08,IPCA,2027,3.9
2025-09-08,PIB Total,2026,1.8345
2025-09-08,PIB Total,2027,1.88
2025-09-08,Selic,2026,12.5
2025-09-08,Selic,2027,10.5
2025-09-15,Câmbio,2026,5.6
2025-09-15,Câmbio,2027,5.6
2025-09-15,IPCA,2026,4.3
2025-09-15,IPCA,2027,3.9
2025-09-15,PIB Total,2026,1.8012
2025-09-15,PIB Total,2027,1.895
2025-09-15,Selic,2026,12.5
2025-09-15,Selic,2027,10.5
2025-09-22,Câmbio,2026,5.6
2025-09-22,Câmbio,2027,5.555
2025-09-22,IPCA,2026,4.2859
2025-09-22,IPCA,2027,3.9
2025-09-22,PIB Total,2026,1.8011
2025-09-22,PIB Total,2027,1.9
2025-09-22,Selic,2026,12.5
2025-09-22,Selic,2027,10.5
2025-09-29,Câmbio,2026,5.5761
2025-09-29,Câmbio,2027,5.58
2025-09-29,IPCA,2026,4.2853
2025-09-29,IPCA,2027,3.9
2025-09-29,PIB Total,2026,1.8
2025-09-29,PIB Total,2027,1.9
2025-09-29,Selic,2026,12.25
2025-09-29,Selic,2027,10.5
2025-10-06,Câmbio,2026,5.5063
2025-10-06,Câmbio,2027,5.525
2025-10-06,IPCA,2026,4.2802
2025-10-06,IPCA,2027,3.9
2025-10-06,PIB Total,2026,1.7956
2025-10-06,PIB Total,2027,1.89
2025-10-06,Selic,2026,12.25
2025-10-06,Selic,2027,10.5
2025-10-13,Câmbio,2026,5.5
2025-10-13,Câmbio,2027,5.505
2025-10-13,IPCA,2026,4.2703
2025-10-13,IPCA,2027,3.83
2025-10-13,PIB Total,2026,1.8011
2025-10-13,PIB Total,2027,1.865
2025-10-13,Selic,2026,12.25
2025-10-13,Selic,2027,10.5
2025-10-20,Câmbio,2026,5.5
2025-10-20,Câmbio,2027,5.5
2025-10-20,IPCA,2026,4.26
2025-10-20,IPCA,2027,3.8349
2025-10-20,PIB Total,2026,1.8011
2025-10-20,PIB Total,2027,1.865
2025-10-20,Selic,2026,12.25
2025-10-20,Selic,2027,10.5
2025-10-27,Câmbio,2026,5.5
2025-10-27,Câmbio,2027,5.5
2025-10-27,IPCA,2026,4.2
2025-10-27,IPCA,2027,3.81
2025-10-27,PIB Total,2026,1.7788
2025-10-27,PIB Total,2027,1.865
2025-10-27,Selic,2026,12.25
2025-10-27,Selic,2027,10.5
2025-11-03,Câmbio,2026,5.5
2025-11-03,Câmbio,2027,5.5
2025-11-03,IPCA,2026,4.2
2025-11-03,IPCA,2027,3.8
2025-11-03,PIB Total,2026,1.779
2025-11-03,PIB Total,2027,1.9
2025-11-03,Selic,2026,12.25
2025-11-03,Selic,2027,10.5
2025-11-10,Câmbio,2026,5.5
2025-11-10,Câmbio,2027,5.5
2025-11-10,IPCA,2026,4.2
2025-11-10,IPCA,2027,3.8
2025-11-10,PIB Total,2026,1.7781
2025-11-10,PIB Total,2027,1.89
2025-11-10,Selic,2026,12.25
2025-11-10,Selic,2027,10.5
2025-11-17,Câmbio,2026,5.5
2025-11-17,Câmbio,2027,5.5
2025-11-17,IPCA,2026,4.1889
2025-11-17,IPCA,2027,3.8
2025-11-17,PIB Total,2026,1.7732
2025-11-17,PIB Total,2027,1.9
2025-11-17,Selic,2026,12.0
2025-11-17,Selic,2027,10.5
2025-11-24,Câmbio,2026,5.5
2025-11-24,Câmbio,2027,5.5
2025-11-24,IPCA,2026,4.19
2025-11-24,IPCA,2027,3.8
2025-11-24,PIB Total,2026,1.7789
2025-11-24,PIB Total,2027,1.88
2025-11-24,Selic,2026,12.0
2025-11-24,Selic,2027,10.5
2025-12-01,Câmbio,2026,5.5
2025-12-01,Câmbio,2027,5.5
2025-12-01,IPCA,2026,4.1667
2025-12-01,IPCA,2027,3.8
2025-12-01,PIB Total,2026,1.7807
2025-12-01,PIB Total,2027,1.83
2025-12-01,Selic,2026,12.25
2025-12-01,Selic,2027,10.5
2025-12-08,Câmbio,2026,5.5
2025-12-08,Câmbio,2027,5.5
2025-12-08,IPCA,2026,4.1475
2025-12-08,IPCA,2027,3.8
2025-12-08,PIB Total,2026,1.8
2025-12-08,PIB Total,2027,1.82
2025-12-08,Selic,2026,12.0
2025-12-08,Selic,2027,10.375
2025-12-15,Câmbio,2026,5.5
2025-12-15,Câmbio,2027,5.5
2025-12-15,IPCA,2026,4.0889
2025-12-15,IPCA,2027,3.8
2025-12-15,PIB Total,2026,1.8
2025-12-15,PIB Total,2027,1.83
2025-12-15,Selic,2026,12.0
2025-12-15,Selic,2027,10.5
2025-12-22,Câmbio,2026,5.5
2025-12-22,Câmbio,2027,5.5
2025-12-22,IPCA,2026,4.0627
2025-12-22,IPCA,2027,3.8
2025-12-22,PIB Total,2026,1.8
2025-12-22,PIB Total,2027,1.8
2025-12-22,Selic,2026,12.25
